selected_text,sentiment
"Its friday and i`m sick,",1
FO SHOWWW,3
just came back from a nice bike ride with her family and is now refreshed thanks to a shower,5
fun.,5
headache,1
Yes! You do!,5
favorite,5
We forgive you and we have missed you!,3
i miss our walks home together,1
haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early,3
so this my last week of school then finals yesss,3
Woo!,5
so hard..,1
sFunF,5
Aw .. the grillz in my background look like plaque ..,3
the construction lookd familar,3
They are always excited to go anywhere.,5
"Just an observation: Aside from the riverwalk, there are pretty much no cute girls in downtown sa",3
i really REALLY want my long pink hair back.,5
"ohh yeh , but he was on sexy men so its okay",3
Very kew,5
blahh i`m tired an,1
'Happy Mothers Day!',5
You`re not here. I hope you`re still resting.  I don`t want you to be stressed.,5
I love,5
Where is the sun!!,3
it wont work for me,1
wow what a lovely day! Shame i have to clean my room,3
i just reading a magazine,3
good night..,5
I`ll use that for my next defense.,3
too late,1
its just he songs are so catchy,5
"awesome,",5
Sucks,1
Oh I`ve got that one & the stp x step one on VHS. Tried connecting our video to harddrive to copy to DVD but didnt work,3
i wanna watch PCD concert dad,3
t! lam,1
sucks.,1
it wont let me,3
I missed,1
stopped working on the  image database awhile ago to help Greg with his term paper. Now chit chatting with Greg.,3
!  So proud of him!,5
Going to see star trek,3
"We actually have milestones due for 3 high profile projects in the next 2 weeks, & they are all scheduled when I am on vacation -",3
Love you Mom,5
Thanks!,5
_carter the video is private,3
beautiful music.,5
make up your mind,3
I don`t have an invite  i might try Mr P Bale for an invite,3
aww sorry to hear you are having a bad time. Remember: this too shall pass,1
"has just finished reading Twilight and thought it was ****...okay, it was alright...okay, i love it and really wanna read the next one",5
o enjoy,5
970 miles makes that kind of difficult.,1
I feel inspired,5
Morning...is anyone out there???,3
Warren has just died.. hannah has been killed.. and I`m gutted!!! I love warren (even if he is nasty!!),3
happy mothers day! im gunna crawl up in a ball and act like i dont exist  lmfaoo,5
I didn`t get the job at Berry Line after all.,3
Taking the day off and doing absolutely nothing    Studying begins on the morrow,3
Hopefully!,5
weLcomE,5
Happy,5
economy is depressing...,1
al ****-E-,1
"Oh, I`m jealous (how surprising)",3
smart!,5
"haha no, I was referring to the band...",3
", I had a suspicion about that!!",1
Thanks!,5
Will miss my baby for 2 days,1
I just want  to Sleep.,3
haven`t programmed,1
mom said no.,3
Is there going to be any more TAI TV? Ah I hope so,3
bad,1
g`morning,5
yes i did - as a thank you. have contacted them 2ce but no response,3
"very sweet, very rich.",5
Grounds himself from getting more toys...only cause I have officially ran out of room to place them,3
I don`t have any,3
; it`s not bad. Never seen any real appeal to last.fm is all. Bad quality audio from **** artists,3
Happy Mother`s Day,5
just when i get the music to start playing..i clicked 'home',3
they`re soooo good.,5
As long as you take me with you,3
not comfortable,1
impressive.,5
back on the twit. much hw`s to do... will post something interesting when i think of it,3
you did look pretty **** good,5
does anybody want to throw a baseball around with me?,3
good to see you on twitter!!,5
I want to call you but it would cost to much  But Maybe my parents will say okay =D,3
WTF?!,1
never be okay,1
missed,1
i heart your face,5
smile,5
Long night ahead.,1
Not been on for a while eh Barry lol.Tweet deck is like prehistoric lol,3
perfect,5
I wish,5
worrying th,1
"grr!  i hate being **** near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va",1
awesome!!,5
u ever have a friend that u just wonder why are we friends? i know what you get from me but i`m questioning what i`m getting from u.,3
"night out had 2 b put on hold 4 2 weeks coz i was so ill last nite, gutted! still had a nice nite tho  but whers the sun gone!",3
Ok so Jeff looks like he has a black eye!!,3
struggling,1
best,5
Mummy and Nathan not in today! On My Todd!,3
i just had pasta  from pizzahut.,3
I`m in the Starbucks with a cup of coffee   http://yfrog.com/ehhmyj,3
o looking forward,5
Omg. i love my parents i juss got a lavender camera as an early birthday present!!!,5
"it`s the small things in life that count,",5
_skies miss you too :`( it is!i never want to come home.....seriously,1
?  No luck,1
Sleeping over my cousin`s house for the weekend. Bugzy,3
happy,5
". LOL, having way too much fun being bored.  i miss him",3
at work......thinking about the rest of my finals...summer almost here,3
sad,1
love,5
Tooth ache...but still sipping lol at the fam. Partyyyy,3
I didn`t go to the gym today and I feel bad,1
"Thus far, Metaverse U has used the Second Life = Virtual Worlds, rather than the gamier Terra Nova usage. I`m in the TN camp  #metaverseu",3
i am! lol its just i got used 2 talkin 2 ya..!,3
ughhh. i think my plans are ruined. i was excited too.,3
good,5
"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!",1
.i almost burnt my house,1
happy mothers day mom!,5
whatÃ¯Â¿Â½s hot and new?,3
My moms calling hospice 4 great gpa  its only a matter of time only God knows.,3
hope ur having a lovely weekend!,5
islip her plane,1
_ that is not even a question. when/when is the question,3
Same to your mom too pril,5
I love them,5
ll in sick on Mondays or Fridays - LOL!,3
unable,1
its all about love and happiness  goodnight,5
"How Exciting, for you both",5
"_ nothing new at all. lol. oh, i bitched alot today about one person in particular with rachel. Oh and I planned the ultimate event",3
ignore,1
SO beautiful,5
live long and prosper !,5
"um that`s really scary,",1
Feels nice,5
i looking at failure,3
fell asleep with techno songs on shuffle. Loud.  Its been on for hours. Im too lazy to go turn it off. He has like 800,3
thanks,5
Sweet!,5
e fail. *suicide*,1
boredom,1
"Thanks, I`m glad you liked it.",5
closeness or distance? closeness... but now everything seems so distant...,3
Hopefully,5
sorry,1
I may have to take a trip in to the loft to get the fans down...its like being in spain!! Except without a pool to cool down in  xxxxxxxx,3
traumatized,1
Excellent,5
Happy Birthday,5
hurts!!,1
. i kinda lost respect,1
". He never got in trouble, I did",1
"bad,",1
Love the shades girl,3
Airsoft is horrible!!,1
Sad,1
I`ve gotta watch out for those stealth skillz! I always forget.,3
"I wanna go, but I so freaking broke   Have fun for",3
just got rear ended,3
what was itt!?,3
We*d Man On His Way     Yess!!    Time 2 Wake Up 4 Real,3
w sad,1
Haha yea  if i knew yew wanted 2 go i would have told yew,3
too much,1
sad..,1
u all don`t seem to excited,1
n.  Terrib,1
welcomes my nephew to the christian world.,3
"Loved the shoutout on TweetHampton, congrats!! Hope you`re feeling better, i missed you last weekend",3
i`m fake. . Is that the same?   ~K,3
beautiful,5
Dubai!!! Still trying to settle down,3
hehe--sorry.  I`ve never been very good at blending in...,3
Ok we found our way now... I think  tonight let`s just let go its dance time!,3
"At work   leave for Berlin at 17:00 by car, will be a late arrival",3
check on ya`ll in a bit. im in for a Mother`s day haircut. ciao!...,3
lol I really wanna go there!! Imma check the vid out rite now,3
weather looks great,5
miss,1
"U were right, they did blow my mind  I love u SGB, even more all the time, Mom",5
Soz no ideas. That is a reason i didnt take geography cz i would fall asleep as well. Lmao,3
gutted -,1
Exactly!,3
I miss it already,1
loves,5
sucks,1
love,5
m tierd,1
Heeder`s again and on Monday as well... absolutely no plans for the weekend,3
is heading off to the fair,3
"A laodicean life for Kavya & family probably got Kavya her spelling bee crown! Congrats! Note, spell check doesnt recognize laodicean",3
sad day!!!!! Love you MaÃ¯Â¿Â½ (8 years ago!),3
fail,1
y my room  its a **** hol,1
t sick.,1
"btw, i am actually just trying to get my own lazy bottom in gear.  Me lots to do to and still not dressed !",3
"Yeah, plus I always totally overspend",1
so sad,1
"Will be going to Indiana Baptist Sunday, Pray for summer missionaries...",3
My best friend is in vegas without me,3
GOOD,5
where`s my new,3
nooooooo  sue is retiring  no no no no!,1
yaaaaay.,5
A kidney stone.,1
not nerdy at all. I made one yesterday.,3
Best purchases at today at the yard sales: 2 large dog crates ($30) and a refrigerator for the office ($35) didn`t buy anything old,3
o I LOVE,5
hope i don`t cry,5
"Amazing! The concert, the city, everything. It was really an awesome trip",5
new supernatural tonight!,5
good,5
Nope probably revision  Hbu? x,3
He seemed all happy about it,5
*smile,5
"gangstarr exgirl to the next girl, nas one mic, hold on i still can`t listen so i guess it dont matter",3
last forever.,5
at the taste a addison w/ her fav. ppl,3
absolutely nothin,3
It`s your inherent humility,5
Watching boxing and waiting to go out to Hollywood tonight,3
died,1
i ran out of facebook quizzes. lol grocery shopping then work. w00t?,3
productive,5
Bom apetite,3
Sick!,1
. It`s going to get worse now that the girls r home for summer.  It stinks.,1
why did u copy wot i wrote //hmm,3
THE FAME ! I miss you taking care of me  Hahah,3
lol my other tank/dps friend is having the same problem in a different guild.  wtf is wrong with this server?,1
*hugs* listening to EBTG 'Each & Every One' perfect for public hol Monday morn with cuppa T,3
"its a travesty, no? and, the people who are doing this said they`d THINK about involving joss whedon!!!!",3
Cashflow forecasts are fun but big red numbers aren`t,3
All is well..That ends well!,5
"that`s the prob, no idea how to meet guys. Met all my exs online & now I`ve dated that pool dry",3
Battles,5
I like you,5
"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !",3
deck building buddy missing in action,3
lol....,5
No.  I was thinking just before how much I miss my T-Dub.,1
Happy Mother`s Day..,5
"Seriously, glad y`all had fun.  Too bad my invite got lost in the mail",3
: eww. dislike,1
ing,5
tired.,1
Thanks everyone for all the Congrats!,5
trying to upload one thousand photos!!,3
Good,5
Thanks! We`re still all passing around germs here but we`re surviving.  Have I missed anything?,3
so now i dont get my car back til monday. boooo,3
can u add ur link. I can`t find u on YouTube.,3
is going to a wedding in the afternoon,3
THE best,5
Took some phogs,3
Little girls and their shallowness annoy me. On the good side i didnt straighten my hair at all today and it looks some what decent,3
"$67 for my books, no complaints. 67 more than i had plus i`m on book voucher!",3
good to have a (boy)friend like you,5
luckily I have nice friends across the street,5
failed,1
hope that goes well,5
you finally watched he`s just not that into you arizzard  justin long is sexy isn`t he! i told ya,3
my knee hurts!,1
_II It`s foggy here,3
stuvk with the wee stpid thing fo,1
Getting ready to ship a care package to the daughter. She`s not coming home this summer from college,3
no sorry,1
lost,1
Just ordered an ASUS Eee PC.,3
what the hell,1
Your not alone,3
"FINALLY FINISHED MY **** FILM FINAL!!!  (Well, all except 1 part, but idk how to do it....)",3
gooooonight,5
who sings `I Remember`? i alwaysss hear it on Radio 1 but never catch the artist,3
o stop,1
Just worried about being overwhelmed,1
tomorrow it`s the final competition,3
"better get to sleep, dodger game/mothers day 2maro  ewl i have to wake up at 8!",3
Thanks! I will tell her my friends on Twitter,5
Hate being sick,1
woke up.,3
Just finished lunch...Subway Eat Fresh.......now gotta go back to work,3
beautiful,5
tonights a great night for sports. the yanks and lakers are both playing. i want to watch the games but im still scared to drink.,3
headache,1
"Fatigue settling in, but gotta power through! Awesome seats again tonight. I`m pretty lucky. Life ain`t too bad...",5
wrong.,1
you`re welcome Chica,5
"fine,",5
lmao I`ve never met anyone who liked caramel this much,3
I hate that,1
Movie and popcorn time,3
"Interesting people like you should never be bored, Tooshers.",3
holy cute!,5
Naw forget it then. I will only if u take them,3
Counting down..,1
I`m at work,3
Not a so Healthy,1
and before i crash Grilled Chicken breast w/ reefried beans  Gnite Twitties,3
hayfever has struck..,1
I never was good,1
womp womp woooomp!,5
city in a bittt.,3
hard,1
u fallin off sad face,1
About to dye my hair and do my nails,3
learning french  funy school-day today  don`t be mad about english :*:*,3
Dyed my hair. .'back to black',3
making mother`s day gift,3
slow.,1
me too! i don`t know why every time i listen to it i start to cry!,3
sick,1
' wow,5
